Name;Min;Max;Calories;Gram_Prot;Gram_Fat;Gram_Carb
TURKEY,ALL CLASSES,LEG,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;15;144;1954;672;0
TURKEY,ALL CLASSES,LEG,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;9;208;2787;982;0
TURKEY,ALL CLASSES,WING,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;7;197;2022;1232;0
TURKEY,ALL CLASSES,WING,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;10;229;2738;1243;0
TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,RAW 1 turkey;0;7;133;2215;425;5
TURKEY,FRYER-ROASTERS,MEAT&SKN&GIBLETS&NECK,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;4;171;2808;564;4
TURKEY,FRYER-ROASTERS,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;10;134;2237;425;0
TURKEY,FRYER-ROASTERS,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;172;2826;572;0
TURKEY,FRYER-ROASTERS,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;15;110;2232;158;0
TURKEY,FRYER-ROASTERS,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;7;150;2956;263;0
TURKEY,FRYER-ROASTERS,SKN ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;7;283;166;2354;0
TURKEY,FRYER-ROASTERS,SKN ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;0;299;2094;2328;0
TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;133;2309;381;0
TURKEY,FRYER-ROASTERS,LT MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;4;164;2877;458;0
TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;129;2006;479;0
TURKEY,FRYER-ROASTERS,DK MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;17;182;2769;706;0
TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;14;108;2418;49;0
TURKEY,FRYER-ROASTERS,LT MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;16;140;3019;118;0
TURKEY,FRYER-ROASTERS,DK MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;3;111;2046;267;0
TURKEY,FRYER-ROASTERS,DK MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;11;162;2884;431;0
TURKEY,FRYER-ROASTERS,BACK,MEAT&SKN,RAW .5 back, bone removed;0;2;151;1989;727;0
TURKEY,FRYER-ROASTERS,BACK,MEAT&SKN,CKD,RSTD .5 back, bone removed;0;1;204;2615;1024;0
TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;15;120;2066;351;0
TURKEY,FRYER-ROASTERS,BACK,MEAT ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;7;170;2802;564;0
TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;19;125;2376;265;0
TURKEY,FRYER-ROASTERS,BREAST,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;0;153;2907;32;0
TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;16;111;246;65;0
TURKEY,FRYER-ROASTERS,BREAST,MEAT ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;17;135;3006;74;0
TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;0;118;2013;357;0
TURKEY,FRYER-ROASTERS,LEG,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;170;2849;541;0
TURKEY,FRYER-ROASTERS,LEG,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;8;108;2035;237;0
TURKEY,FRYER-ROASTERS,LEG,MEAT ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;10;159;2919;377;0
TURKEY,FRYER-ROASTERS,WING,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;13;159;2085;772;0
TURKEY,FRYER-ROASTERS,WING,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;19;207;2765;987;0
TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;15;106;2249;112;0
TURKEY,FRYER-ROASTERS,WING,MEAT ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;10;163;3085;344;0
TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,RAW 1 turkey;0;3;166;2015;878;11
TURKEY,YOUNG HEN,MEAT&SKN&GIBLETS&NECK,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;15;215;280;1055;7
TURKEY,YOUNG HEN,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;18;168;2018;909;0
TURKEY,YOUNG HEN,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;14;218;2809;1088;0
TURKEY,YOUNG HEN,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;122;2176;318;0
TURKEY,YOUNG HEN,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;18;175;2925;551;0
TURKEY,YOUNG HEN,SKN ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;417;1179;4062;0
TURKEY,YOUNG HEN,SKN ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;13;482;1903;4445;0
TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;6;165;2151;81;0
TURKEY,YOUNG HEN,LT MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;12;207;2864;94;0
TURKEY,YOUNG HEN,DK MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;172;1865;1025;0
TURKEY,YOUNG HEN,DK MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;16;232;2737;1278;0
TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;116;2364;166;0
TURKEY,YOUNG HEN,LT MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;3;161;2989;374;0
TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;13;130;2007;488;0
TURKEY,YOUNG HEN,DK MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;6;192;2842;779;0
TURKEY,YOUNG HEN,BACK,MEAT&SKN,RAW .5 back, bone removed;0;16;218;1751;1593;0
TURKEY,YOUNG HEN,BACK,MEAT&SKN,CKD,RSTD .5 back, bone removed;0;1;254;2641;1564;0
TURKEY,YOUNG HEN,BREAST,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;4;167;2162;83;0
TURKEY,YOUNG HEN,BREAST,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;6;194;288;786;0
TURKEY,YOUNG HEN,LEG,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;151;1946;75;0
TURKEY,YOUNG HEN,LEG,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;14;213;2773;105;0
TURKEY,YOUNG HEN,WING,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;14;210;1993;1387;0
TURKEY,YOUNG HEN,WING,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;1;238;273;1346;0
TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,RAW 1 turkey;0;0;152;2039;721;8
TURKEY,YOUNG TOM,MEAT&SKN&GIBLETS&NECK,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;11;199;2797;881;1
TURKEY,YOUNG TOM,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;154;2045;743;0
TURKEY,YOUNG TOM,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;202;2809;906;0
TURKEY,YOUNG TOM,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;117;2172;27;0
TURKEY,YOUNG TOM,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;2;168;2936;468;0
TURKEY,YOUNG TOM,SKN ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;11;368;1324;3456;0
TURKEY,YOUNG TOM,SKN ONLY,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;422;2014;3725;0
TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;156;2163;704;0
TURKEY,YOUNG TOM,LT MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;6;191;2848;77;0
TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;14;152;1905;789;0
TURKEY,YOUNG TOM,DK MEAT,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;18;216;2758;1085;0
TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;2;114;2343;157;0
TURKEY,YOUNG TOM,LT MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;6;154;2988;292;0
TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;18;123;2004;411;0
TURKEY,YOUNG TOM,DK MEAT,MEAT ONLY,CKD,RSTD 1 cup, chopped or diced;0;13;185;2868;698;0
TURKEY,YOUNG TOM,BACK,MEAT&SKN,RAW .5 back, bone removed;0;8;179;1847;1114;0
TURKEY,YOUNG TOM,BACK,MEAT&SKN,CKD,RSTD .5 back, bone removed;0;5;238;268;1365;0
TURKEY,YOUNG TOM,BREAST,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;1;151;2196;634;0
TURKEY,YOUNG TOM,BREAST,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;11;189;2861;739;0
TURKEY,YOUNG TOM,LEG,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;4;141;1954;634;0
TURKEY,YOUNG TOM,LEG,MEAT&SKN,CKD,RSTD 1 leg, bone removed (yield after cooking);0;19;206;2793;963;0
TURKEY,YOUNG TOM,WING,MEAT&SKN,RAW 1 unit,  (yield from 1 lb ready-to-cook turkey);0;5;188;2045;1122;0
TURKEY,YOUNG TOM,WING,MEAT&SKN,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook turkey);0;8;221;2745;115;0
CHICKEN,CND,MEAT ONLY,W/BROTH 1 can,  (5 oz);0;16;165;2177;795;0
PATE DE FOIE GRAS,CND (GOOSE LIVER PATE),SMOKED 1 tbsp;0;7;462;114;4384;467
TURKEY,CND,MEAT ONLY,W/BROTH 1 cup,  drained;0;2;163;2368;686;0
TURKEY,DICED,LT&DK MEAT,SEASONED 1 oz;0;9;138;187;60;10
TURKEY AND GRAVY,FROZEN 1 cup;0;10;67;588;263;461
"TURKEY PATTIES,BREADED,BATTERED,FRIED 1 medium, slice (approx 3"" x 2"" x 1/4"")";0;19;283;140;180;157
TURKEY BREAST,PRE-BASTED,MEAT&SKN,CKD,RSTD .5 breast, bone removed;0;13;126;2216;346;0
TURKEY THIGH,PRE-BASTED,MEAT&SKN,CKD,RSTD 1 thigh, bone removed;0;7;157;188;854;0
TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RAW 1 box,  (net weight, 2.5 lb);0;14;120;176;22;64
TURKEY RST,BNLESS,FRZ,SEASONED,LT&DK MEAT,RSTD 1 cup, chopped or diced;0;5;155;2132;578;307
TURKEY STKS,BREADED,BATTERED,FRIED 1 stick,  (2.25 oz);0;16;279;142;169;170
POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS W/SKN,RAW .5 lb;0;3;272;1139;2473;0
POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW .5 lb;0;12;199;1379;1548;0
POULTRY,MECHANICALLY DEBONED,FROM MATURE HENS,RAW .5 lb;0;10;243;1472;1998;0
TURKEY,MECHANICALLY DEBONED,FROM TURKEY FRAMES,RAW .5 lb;0;14;201;1329;1596;0
POULTRY FD PRODUCTS,GROUND TURKEY,RAW 1 lb;0;18;149;1746;826;0
POULTRY FD PRODUCTS,GROUND TURKEY,CKD 1 patty,  (4 oz, raw) (yield after cooking);0;1;235;2736;1315;0
CHICKEN,CORNISH GAME HENS,MEAT&SKN,RAW .5 bird;0;5;200;1715;1402;0
CHICKEN,CORNISH GAME HENS,MEAT&SKN,CKD,RSTD 1 bird, whole;0;10;260;2227;1821;0
CHICKEN,CORNISH GAME HENS,MEAT ONLY,RAW 1 bird, whole;0;16;116;2004;333;0
CHICKEN,CORNISH GAME HENS,MEAT ONLY,CKD,RSTD 1 bird, whole;0;14;134;233;387;0
CHICKEN,CANNED,NO BROTH 1 cup;0;6;184;253;81;8
CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV 1 piece;0;13;211;1967;1267;334
CHICKEN,WING,FRZ,GLAZED,BARBECUE FLAV,HTD (MICROWAVE) 1 serving;0;4;248;2534;139;384
DUCK,YNG DUCKLING,DOM,WH PEKIN,BRST,MEAT&SKN,BNLESS,CKD,RSTD 1 unit,  (yield from 1 lb ready-to-cook duck);0;14;202;245;1085;0
DUCK,YNG DUCKL,DOM,WH PEKIN,BRST,MEAT,BNLESS,CKD WO/SKN,BRLD 1 cup, chopped or diced;0;15;140;276;25;0
DUCK,YNG DUCKLING,DOM,WH PEKIN,LEG,MEAT&SKN,BONE IN,CKD,RSTD 1 leg, bone removed (yield after cooking);0;15;217;2675;114;0
DUCK,YNG DUCKL,DOM,WH PEKIN,LEG,MEAT,BONE IN,CKD WO/SKN,BRSD 1 cup, chopped or diced, cooked;0;6;178;291;596;0
CHICKEN,WING,FRZ,GLAZED,BBQ FLAV,HTD (CONVENTIONAL OVEN) 1 serving;0;1;242;2224;1487;336
CHICKEN NUGGETS,FRZ,CKD ;0;14;296;1527;1982;1409
CHICKEN NUGGETS,FRZ,UNCKD ;0;2;276;1389;1806;1438
CHICKEN PATTY,FRZ,UNCKD ;0;4;292;1433;2004;1361
CHICKEN PATTY,FRZ,CKD ;0;17;287;1485;1958;1284
CHICKEN BREAST TENDERS,CKD,CONVENTIONAL OVEN ;0;0;293;1578;1769;170
CHICKEN BREAST TENDERS,CKD,MICROWAVED ;0;18;252;1635;1289;1756
CHICKEN BREAST TENDERS,UNCKD ;0;12;263;1473;1575;1501
CHICKEN,GROUND,RAW 4 oz, crumbled;0;13;143;1744;81;4
CHICKEN,GROUND,CRUMBLES,CKD,PAN-BROWNED 3 oz, crumbled;0;11;189;2328;1092;0
CHICK,FEET,BOILED ;0;16;215;194;146;2
USDA CMDTY CHICK,CND,MEAT ONLY,DRND ;0;0;162;2752;572;0
USDA CMDTY,CHICK,CND,MEAT ONLY,W/ H2O ;0;17;129;2202;458;0
USDA CMDTY,CHICK,CND,MEAT ONLY,W/ BROTH ;0;12;133;2241;469;23
CHICKEN,BROILERS OR FRYERS,BACK,MEAT ONLY,CKD,ROTISSERIE,ORI ;0;9;205;2534;1154;0
CHICKEN,BROILERS OR FRYERS,BREAST,MEAT ONLY,CKD,ROTISSERIE,O ;0;4;148;2907;349;0
CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT ONLY,CKD,ROTISSERIE, ;0;5;176;2874;681;0
CHICKEN,BROILERS OR FRYERS,SKN ONLY,CKD,ROTISSERIE,ORIGINAL ;0;15;406;1766;3724;12
CHICKEN,BROILERS OR FRYERS,THIGH,MEAT ONLY,CKD,ROTISSERIE,OR ;0;1;196;2406;1109;0
CHICKEN,BROILERS OR FRYERS,WING,MEAT ONLY,CKD,ROTISSERIE,ORI ;0;12;197;2769;953;0
CHICKEN,BROILERS OR FRYERS,BACK,MEAT & SKN,CKD,ROTISSERIE,OR ;0;18;260;2323;1859;3
CHICKEN,BROILERS OR FRYERS,BREAST,MEAT & SKN,CKD,ROTISSERIE, ;0;4;184;2748;818;2
CHICKEN,BROILERS OR FRYERS,DRUMSTK,MEAT & SKN,CKD,ROTISSERIE ;0;15;215;2686;1198;2
CHICKEN,BROILERS OR FRYERS,THIGH,MEAT & SKN,CKD,ROTISSERIE,O ;0;2;233;2293;157;2
CHICKEN,BROILERS OR FRYERS,WING,MEAT & SKN,CKD,ROTISSERIE,OR ;0;17;266;2434;1877;4
USDA CMDTY,CHICK FAJITA STRIPS,FRZ 1 strip;0;11;135;1856;573;223
USDA CMDTY,TURKEY TACO MEAT,FRZ,CKD 1 cup;0;1;148;168;758;303
USDA COMMODITY,TURKEY HAM,DK MEAT,SMOKED,FRZ 1 oz;0;1;118;163;40;31
EMU,GROUND,RAW 1 patty;0;19;134;2277;403;0
EMU,GROUND,CKD,PAN-BROILED 1 patty,  (yield from 135.8 g raw meat);0;11;163;2843;465;0
EMU,FAN FILLET,RAW 1 fan fillet;0;3;103;225;8;0
EMU,FAN FILLET,CKD,BRLD 1 steak;0;6;154;3127;23;0
EMU,FLAT FILLET,RAW 1 flat fillet;0;2;102;2225;74;0
EMU,FULL RUMP,RAW 1 full rump;0;17;112;2283;164;0
EMU,FULL RUMP,CKD,BRLD 1 full rump, cooked ( yield from 695 g raw meat );0;16;168;3367;268;0
EMU,INSIDE DRUM,RAW 1 inside drum;0;11;108;2222;149;0
EMU,INSIDE DRUMS,CKD,BRLD 1 inside drum, cooked ( yield from 572 g raw meat );0;0;156;3238;201;0
EMU,OUTSIDE DRUM,RAW 1 outside drum;0;0;103;2308;48;0
EMU,OYSTER,RAW 1 steak;0;11;141;2281;486;0
EMU,TOP LOIN,CKD,BRLD 1 steak;0;5;152;2907;313;0
OSTRICH,GROUND,RAW 1 patty;0;5;165;2022;87;0
OSTRICH,GROUND,CKD,PAN-BROILED 1 patty;0;17;175;2615;707;0
OSTRICH,FAN,RAW ;0;1;117;2181;265;0
OSTRICH,INSIDE LEG,RAW 1 serving,  ( 3 oz );0;16;111;2239;172;0
OSTRICH,INSIDE LEG,CKD 1 serving,  ( 3 oz );0;4;141;2901;194;0
OSTRICH,INSIDE STRIP,RAW ;0;8;127;2369;287;0
OSTRICH,INSIDE STRIP,CKD 1 serving,  ( 3 oz );0;9;164;2937;426;0
OSTRICH,OUTSIDE LEG,RAW ;0;3;115;2286;196;0
OSTRICH,OUTSIDE STRIP,RAW ;0;8;120;2336;221;0
OSTRICH,OUTSIDE STRIP,CKD 1 serving,  ( 3 oz );0;6;156;2855;383;0
OSTRICH,OYSTER,RAW ;0;11;125;2155;367;0
OSTRICH,OYSTER,CKD 1 serving,  ( 3 oz );0;19;159;2881;397;0
OSTRICH,RND,RAW ;0;12;116;2199;24;0
OSTRICH,TENDERLOIN,RAW ;0;11;123;2207;319;0
OSTRICH,TIP RAW ;0;0;114;2185;23;0
OSTRICH,TIP CKD 1 serving,  ( 3 oz );0;17;145;2849;257;0
OSTRICH,TOP LOIN,RAW ;0;6;119;2167;295;0
OSTRICH,TOP LOIN,CKD 1 serving,  ( 3 oz );0;10;155;2812;387;0
CHICKEN,LIVER,ALL CLASSES,CKD,PAN-FRIED ;0;0;172;2578;643;111
SOUP,CRM OF ASPARAGUS,CND,COND .5 cup,  (4 fl oz);0;8;69;182;326;852
SOUP,BLACK BEAN,CND,COND 1 cup,  (8 fl oz);0;13;91;483;132;1542
CAMPBELL,CAMPBELL'S RED & WHITE,BEEFY MUSHROOM SOUP,COND 1 serving, 1/2 cup;0;1;40;238;159;476
SOUP,BEAN W/ PORK,CND,COND 1 can, 11.5 oz;0;18;129;588;442;1697
SOUP,BEAN W/ FRANKFURTERS,CND,COND 1 cup,  (8 fl oz);0;17;142;76;531;1675
SOUP,BEAN W/ HAM,CND,CHUNKY,RTS 1 cup,  (8 fl oz);0;19;95;519;35;1116
SOUP,BF BROTH OR BOUILLON CND,RTS 1 cup;0;13;7;114;22;4
SOUP,BF NOODLE,CND,COND .5 cup;0;8;67;385;246;716
SOUP,CRM OF CELERY,CND,COND .5 cup;0;9;72;132;446;703
SOUP,CHS,CND,COND .5 cup;0;17;121;422;815;819
SOUP,CHICK W/ DUMPLINGS,CND,COND .5 cup,  (4 fl oz);0;2;79;458;451;493
SOUP,CHICK BROTH,CND,COND .5 cup,  (4 fl oz);0;18;31;442;104;75
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,BROCCOLI CHS SOUP,COND 1 serving, 1/2 cup;0;6;81;161;363;968
SOUP,CHICK,CND,CHUNKY,RTS 1 cup;0;1;71;506;264;688
SOUP,CRM OF CHICK,CND,COND .5 cup,  (4 fl oz);0;16;90;238;577;716
SOUP,CHICK GUMBO,CND,COND .5 cup,  (4 fl oz);0;7;45;21;114;667
SOUP,CHUNKY CHICK NOODLE,CND,RTS 1 cup;0;3;37;327;9;40
SOUP,CHICK NOODLE,CND,COND .5 cup;0;9;52;259;194;603
SOUP,CHICK RICE,CND,CHUNKY,RTS 1 cup;0;5;53;511;133;541
SOUP,CHICK W/ RICE,CND,COND .5 cup;0;11;49;289;156;584
SOUP,CHICK VEG,CHUNKY,CND,RTS 1 cup,  (8 fl oz);0;0;69;513;201;787
SOUP,CHICK VEG,CND,COND .5 cup;0;19;61;294;232;701
SOUP,CHILI BF,CND,COND 1 cup,  (8 fl oz);0;4;117;509;253;1886
SOUP,CLAM CHOWDER,MANHATTAN STYLE,CND,CHUNKY,RTS 1 cup,  (8 fl oz);0;11;56;302;141;784
SOUP,CLAM CHOWDER,MANHATTAN,CND,COND .5 cup,  (4 fl oz);0;19;61;174;176;974
CAMPBELL SOUP COMPANY,HEALTHY REQUEST,CHICK W/ RICE,COND .5 cup;0;11;58;159;119;719
SOUP,CLAM CHOWDER,NEW ENGLAND,CND,COND .5 cup;0;7;72;317;206;1032
SOUP,BF BROTH BOUILLON & CONSOMME,CND,COND .5 cup;0;11;13;252;0;84
SOUP,CRAB,CND,RTS 1 cup,  (8 fl oz);0;11;31;225;62;422
SOUP,ESCAROLE,CND,RTS 1 cup,  (8 fl oz);0;5;11;62;73;72
SOUP,GAZPACHO,CND,RTS 1 cup,  (8 fl oz);0;16;19;29;1;18
SOUP,LENTIL W/HAM,CND,RTS 1 cup,  (8 fl oz);0;13;56;374;112;816
CAMPBELL COMPANY,CAMPBELL'S RED&WHITE,CHEDDAR CHS SOUP,COND 1 serving, 1/2 cup;0;11;89;161;403;968
SOUP,MINESTRONE,CND,CHUNKY,RTS 1 cup;0;7;53;213;117;864
SOUP,MINESTRONE,CND,COND .5 cup,  (4 fl oz);0;15;68;348;205;917
CAMPBELL,CAMPBELL'S RED&WHITE,CHICK & DUMPLINGS SOUP,COND 1 serving, 1/2 cup;0;19;56;238;198;794
SOUP,MUSHROOM BARLEY,CND,COND .5 cup,  (4 fl oz);0;7;61;15;18;96
SOUP,CRM OF MUSHROOM,CND,COND .5 cup;0;5;85;161;589;672
SOUP,MUSHROOM W/ BF STOCK,CND,COND .5 cup,  (4 fl oz);0;1;68;251;321;741
SOUP,ONION,CND,COND .5 cup,  (4 fl oz);0;15;46;306;142;668
SOUP,CRM OF ONION,CND,COND .5 cup;0;1;88;22;42;104
CAMPBELL'S RED & WHITE,CHICK & STARS SOUP,COND 1 serving, 1/2 cup;0;2;56;238;159;794
SOUP,OYSTER STEW,CND,COND .5 cup,  (4 fl oz);0;2;48;172;313;332
SOUP,PEA,GRN,CND,COND .5 cup;0;10;125;654;223;2018
SOUP,PEA,SPLIT W/HAM,CND,CHUNKY,RTS 1 cup;0;18;77;462;166;1117
SOUP,PEA,SPLIT W/ HAM,CND,COND .5 cup,  (4 fl oz);0;9;141;768;328;2081
SOUP,PEPPERPOT,CND,COND .5 cup,  (4 fl oz);0;10;84;519;378;766
SOUP,CRM OF POTATO,CND,COND .5 cup,  (4 fl oz);0;4;59;139;188;914
CAMPBELL'S RED & WHITE,CHICK ALPHABET SOUP,COND 1 serving, 1/2 cup;0;18;56;317;119;873
SOUP,SCOTCH BROTH,CND,COND .5 cup,  (4 fl oz);0;4;66;405;214;773
SOUP,CRM OF SHRIMP,CND,COND .5 cup,  (8 fl oz);0;9;72;222;414;653
CAMPBELL SOUP COMPANY,CAMPBELL'S RED&WHITE,CHICK BROTH,COND 1 serving, 1/2 cup;0;5;16;81;81;81
CAMPBELL SOUP,CAMPBELL'S RED & WHITE,CHICK GUMBO SOUP,COND 1 serving, 1/2 cup;0;16;48;159;79;794
SOUP,STOCKPOT,CND,COND .5 cup,  (4 fl oz);0;2;78;379;304;895
SOUP,TOMATO BF W/ NOODLE,CND,COND 1 cup,  (8 fl oz);0;14;112;355;342;1687
CAMPBELL'S RED & WHITE,CHICK NOODLE SOUP,COND 1 serving, 1/2 cup;0;0;48;238;159;635
SOUP,TOMATO RICE,CND,COND .5 cup,  (4 fl oz);0;10;93;164;212;1708
SOUP,TURKEY,CHUNKY,CND,RTS 1 cup,  (8 fl oz);0;4;57;433;187;596
SOUP,TURKEY NOODLE,CND,COND .5 cup,  (4 fl oz);0;12;55;311;159;688
SOUP,TURKEY VEG,CND,COND .5 cup,  (4 fl oz);0;7;60;252;247;705
SOUP,CHUNKY VEG,CND,RTS 1 cup;0;6;51;146;154;792
SOUP,VEGETARIAN VEG,CND,COND .5 cup;0;18;59;172;158;978
SOUP,PEA,GRN,CND,COND,PREP W/ EQ VOLUME H2O 1 serving;0;18;62;32;109;988
SOUP,CHUNKY BF,CND,RTS 1 cup;0;7;66;397;111;1008
SOUP,VEG BF,CND,COND .5 cup;0;6;63;445;151;811
SOUP,VEG W/ BF BROTH,CND,COND .5 cup;0;15;66;242;156;107
SOUP,BF BROTH OR BOUILLON,PDR,DRY 1 cube;0;2;238;1597;889;2365
SOUP,BEEF BROTH,CUBED,DRY 1 cube;0;7;170;173;40;161
SOUP,BF NOODLE,DRY,MIX 1 packet;0;5;324;1793;639;4864
SOUP,CHICK BROTH OR BOUILLON,DRY 1 cube;0;1;267;1666;1388;1801
SOUP,CHICK BROTH CUBES,DRY 1 cube;0;2;198;146;47;235
CAMPBELL'S RED & WHITE,CHICK NOODLEO'S SOUP,COND 1 serving, 1/2 cup;0;1;63;317;198;952
